name,registry_type,registry_id,registry_court,structure,list_index,list_date_day,list_date_month,list_date_year
IDM-Service UG (haftungsbeschränkt),HRB,100361,Saarbrücken,Gesellschaft mit beschränkter Haftung,0,11,07,2012
Molox GmbH,HRB,142509,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,14,06,2012
FEQHA Sportevent GmbH,HRB,15118,Mönchengladbach,Gesellschaft mit beschränkter Haftung,0,14,08,2012
Helios Reinigung Süd GmbH,HRB,708223,Freiburg,Gesellschaft mit beschränkter Haftung,0,19,06,2019
Helios Reinigung Süd GmbH,HRB,708223,Freiburg,Gesellschaft mit beschränkter Haftung,1,26,03,2012
Helios Reinigung Süd GmbH,HRB,708223,Freiburg,Gesellschaft mit beschränkter Haftung,2,,,
Helios Reinigung Süd GmbH,HRB,708223,Freiburg,Gesellschaft mit beschränkter Haftung,3,04,02,2011
Solar Solutions Germany GmbH,HRB,11687,Gelsenkirchen,Gesellschaft mit beschränkter Haftung,0,20,07,2012
Solar Solutions Germany GmbH,HRB,11687,Gelsenkirchen,Gesellschaft mit beschränkter Haftung,1,20,07,2012
Solar Solutions Germany GmbH,HRB,11687,Gelsenkirchen,Gesellschaft mit beschränkter Haftung,2,06,03,2012
Solar Solutions Germany GmbH,HRB,11687,Gelsenkirchen,Gesellschaft mit beschränkter Haftung,3,06,03,2012
Rantum Capital Beteiligung GmbH,HRB,95090,Frankfurt am Main,Gesellschaft mit beschränkter Haftung,0,07,04,2017
Rantum Capital Beteiligung GmbH,HRB,95090,Frankfurt am Main,Gesellschaft mit beschränkter Haftung,1,03,04,2017
Rantum Capital Beteiligung GmbH,HRB,95090,Frankfurt am Main,Gesellschaft mit beschränkter Haftung,2,02,06,2016
Rantum Capital Beteiligung GmbH,HRB,95090,Frankfurt am Main,Gesellschaft mit beschränkter Haftung,3,23,05,2014
Rantum Capital Beteiligung GmbH,HRB,95090,Frankfurt am Main,Gesellschaft mit beschränkter Haftung,4,19,02,2013
Rantum Capital Beteiligung GmbH,HRB,95090,Frankfurt am Main,Gesellschaft mit beschränkter Haftung,5,08,11,2012
KSP GmbH,HRB,24538,Duisburg,Gesellschaft mit beschränkter Haftung,0,09,09,2011
KSP GmbH,HRB,24538,Duisburg,Gesellschaft mit beschränkter Haftung,1,09,09,2011
Kulaina Property 33 GmbH,HRB,203810,Braunschweig,Gesellschaft mit beschränkter Haftung,0,01,07,2015
Kulaina Property 33 GmbH,HRB,203810,Braunschweig,Gesellschaft mit beschränkter Haftung,1,19,04,2012
Kulaina Property 33 GmbH,HRB,203810,Braunschweig,Gesellschaft mit beschränkter Haftung,2,19,04,2012
Kulaina Property 33 GmbH,HRB,203810,Braunschweig,Gesellschaft mit beschränkter Haftung,3,,,
Kulaina Property 33 GmbH,HRB,203810,Braunschweig,Gesellschaft mit beschränkter Haftung,4,,,
Pro Regenerative Energien Stuttgart Verwaltungs GmbH,HRB,743318,Stuttgart,Gesellschaft mit beschränkter Haftung,0,11,12,2012
Die Spatzenvilla GmbH,HRB,202341,München,Gesellschaft mit beschränkter Haftung,0,07,12,2012
HGS - Trebbower Bauprojekte GmbH,HRB,11143,Schwerin,Gesellschaft mit beschränkter Haftung,0,19,09,2012
HGS - Trebbower Bauprojekte GmbH,HRB,11143,Schwerin,Gesellschaft mit beschränkter Haftung,1,22,03,2012
Eventpal UG (haftungsbeschränkt),HRB,145179,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,17,10,2012
trendfairs gmbh,HRB,13775,Fürth,Gesellschaft mit beschränkter Haftung,0,11,11,2014
trendfairs gmbh,HRB,13775,Fürth,Gesellschaft mit beschränkter Haftung,1,14,01,2014
trendfairs gmbh,HRB,13775,Fürth,Gesellschaft mit beschränkter Haftung,2,14,01,2014
trendfairs gmbh,HRB,13775,Fürth,Gesellschaft mit beschränkter Haftung,3,08,11,2012
trendfairs gmbh,HRB,13775,Fürth,Gesellschaft mit beschränkter Haftung,4,,,
SC Events & Bookings GmbH,HRB,741524,Stuttgart,Gesellschaft mit beschränkter Haftung,0,15,11,2016
SC Events & Bookings GmbH,HRB,741524,Stuttgart,Gesellschaft mit beschränkter Haftung,1,17,08,2015
SC Events & Bookings GmbH,HRB,741524,Stuttgart,Gesellschaft mit beschränkter Haftung,2,17,08,2015
SC Events & Bookings GmbH,HRB,741524,Stuttgart,Gesellschaft mit beschränkter Haftung,3,31,03,2015
SC Events & Bookings GmbH,HRB,741524,Stuttgart,Gesellschaft mit beschränkter Haftung,4,12,03,2015
SC Events & Bookings GmbH,HRB,741524,Stuttgart,Gesellschaft mit beschränkter Haftung,5,11,03,2015
SC Events & Bookings GmbH,HRB,741524,Stuttgart,Gesellschaft mit beschränkter Haftung,6,31,10,2012
SC Events & Bookings GmbH,HRB,741524,Stuttgart,Gesellschaft mit beschränkter Haftung,7,22,10,2012
SC Events & Bookings GmbH,HRB,741524,Stuttgart,Gesellschaft mit beschränkter Haftung,8,22,10,2012
SC Events & Bookings GmbH,HRB,741524,Stuttgart,Gesellschaft mit beschränkter Haftung,9,22,10,2012
SC Events & Bookings GmbH,HRB,741524,Stuttgart,Gesellschaft mit beschränkter Haftung,10,13,06,2012
Wanzke Zaunbau Verwaltung GmbH,HRB,8688,Passau,Gesellschaft mit beschränkter Haftung,0,04,02,2016
Wanzke Zaunbau Verwaltung GmbH,HRB,8688,Passau,Gesellschaft mit beschränkter Haftung,1,04,12,2012
KSG Investigative Consulting UG (haftungsbeschränkt),HRB,93010,Frankfurt am Main,Gesellschaft mit beschränkter Haftung,0,03,02,2012
LPH Nordelbe Dienstleistung GmbH,HRB,121667,Hamburg,Gesellschaft mit beschränkter Haftung,0,29,10,2012
LPH Nordelbe Dienstleistung GmbH,HRB,121667,Hamburg,Gesellschaft mit beschränkter Haftung,1,30,01,2012
SLP Consulting GmbH,HRB,202813,Hildesheim,Gesellschaft mit beschränkter Haftung,0,16,01,2012
Safeboss GmbH,HRB,708858,Freiburg,Gesellschaft mit beschränkter Haftung,0,03,09,2012
Partsters GmbH,HRB,8327,Königstein,Gesellschaft mit beschränkter Haftung,0,21,11,2012
Die Schatzinsel - Schmuckhandel GmbH,HRB,6495,Schweinfurt,Gesellschaft mit beschränkter Haftung,0,,,
Die Schatzinsel - Schmuckhandel GmbH,HRB,6495,Schweinfurt,Gesellschaft mit beschränkter Haftung,1,,,
CIC Energy Service GmbH,HRB,13371,Regensburg,Gesellschaft mit beschränkter Haftung,0,13,06,2014
CIC Energy Service GmbH,HRB,13371,Regensburg,Gesellschaft mit beschränkter Haftung,1,19,05,2014
CIC Energy Service GmbH,HRB,13371,Regensburg,Gesellschaft mit beschränkter Haftung,2,12,11,2012
total10 management UG (haftungsbeschränkt),HRB,120059,Hamburg,Gesellschaft mit beschränkter Haftung,0,06,10,2011
Dellert&Dellert GmbH,HRB,201906,München,Gesellschaft mit beschränkter Haftung,0,15,11,2012
RS International GmbH,HRB,204078,Lüneburg,Gesellschaft mit beschränkter Haftung,0,10,09,2018
RS International GmbH,HRB,204078,Lüneburg,Gesellschaft mit beschränkter Haftung,1,25,04,2013
RS International GmbH,HRB,204078,Lüneburg,Gesellschaft mit beschränkter Haftung,2,27,11,2012
leanomedia Informationslogistik GmbH,HRB,6427,Düren,Gesellschaft mit beschränkter Haftung,0,25,10,2012
leanomedia Informationslogistik GmbH,HRB,6427,Düren,Gesellschaft mit beschränkter Haftung,1,16,05,2011
leanomedia Informationslogistik GmbH,HRB,6427,Düren,Gesellschaft mit beschränkter Haftung,2,16,05,2011
leanomedia Informationslogistik GmbH,HRB,6427,Düren,Gesellschaft mit beschränkter Haftung,3,06,05,2011
SSPL Tiger Vermögens- und Beteiligungs-GmbH,HRB,24440,Duisburg,Gesellschaft mit beschränkter Haftung,0,01,03,2019
SSPL Tiger Vermögens- und Beteiligungs-GmbH,HRB,24440,Duisburg,Gesellschaft mit beschränkter Haftung,1,26,07,2018
TU Gebäudereinigung UG (haftungsbeschränkt),HRB,28543,Nürnberg,Gesellschaft mit beschränkter Haftung,0,03,04,2013
TU Gebäudereinigung UG (haftungsbeschränkt),HRB,28543,Nürnberg,Gesellschaft mit beschränkter Haftung,1,11,02,2013
TU Gebäudereinigung UG (haftungsbeschränkt),HRB,28543,Nürnberg,Gesellschaft mit beschränkter Haftung,2,23,04,2012
Seiler Verwaltungs GmbH,HRB,100085,Saarbrücken,Gesellschaft mit beschränkter Haftung,0,17,02,2012
LaPro Landwirtschftliche Produkte UG (haftungsbeschränkt),HRB,31159,Landau,Gesellschaft mit beschränkter Haftung,0,29,06,2012
Ventcon GmbH,HRB,6496,Schweinfurt,Gesellschaft mit beschränkter Haftung,0,02,11,2012
Ventcon GmbH,HRB,6496,Schweinfurt,Gesellschaft mit beschränkter Haftung,1,,,
Ventcon GmbH,HRB,6496,Schweinfurt,Gesellschaft mit beschränkter Haftung,2,,,
Ventcon GmbH,HRB,6496,Schweinfurt,Gesellschaft mit beschränkter Haftung,3,,,
HEMA Vermögensverwaltungsgesellschaft mbH,HRB,12281,Aschaffenburg,Gesellschaft mit beschränkter Haftung,0,05,10,2015
HEMA Vermögensverwaltungsgesellschaft mbH,HRB,12281,Aschaffenburg,Gesellschaft mit beschränkter Haftung,1,20,01,2014
HEMA Vermögensverwaltungsgesellschaft mbH,HRB,12281,Aschaffenburg,Gesellschaft mit beschränkter Haftung,2,13,12,2012
G.L.P. Fam-GmbH,HRB,14123,Coesfeld,Gesellschaft mit beschränkter Haftung,0,26,10,2012
G.L.P. Fam-GmbH,HRB,14123,Coesfeld,Gesellschaft mit beschränkter Haftung,1,12,10,2012
Achim Herrmann GmbH,HRB,743263,Stuttgart,Gesellschaft mit beschränkter Haftung,0,06,12,2012
BEB Verwaltungs GmbH,HRB,201319,München,Gesellschaft mit beschränkter Haftung,0,23,10,2012
BEB Verwaltungs GmbH,HRB,201319,München,Gesellschaft mit beschränkter Haftung,1,12,10,2012
Nemelka Verwaltungs GmbH,HRB,6503,Ingolstadt,Gesellschaft mit beschränkter Haftung,0,17,01,2013
Nemelka Verwaltungs GmbH,HRB,6503,Ingolstadt,Gesellschaft mit beschränkter Haftung,1,21,11,2012
Cooliance GmbH,HRB,714158,Mannheim,Gesellschaft mit beschränkter Haftung,0,20,03,2012
Beauty Trading GmbH,HRB,12960,Regensburg,Gesellschaft mit beschränkter Haftung,0,26,01,2012
Fahrschule Markus Pfeil GmbH,HRB,141833,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,14,07,2011
Fahrschule Markus Pfeil GmbH,HRB,141833,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,1,,,
Fahrschule Markus Pfeil GmbH,HRB,141833,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,2,,,
PSPSYSTEM GmbH,HRB,12140,Aschaffenburg,Gesellschaft mit beschränkter Haftung,0,03,08,2012
Smartline Cargo Services GmbH,HRB,90855,Darmstadt,Gesellschaft mit beschränkter Haftung,0,28,02,2012
AS DER FRISEUR UG (haftungsbeschränkt),HRB,4016,Weiden i. d. OPf.,Gesellschaft mit beschränkter Haftung,0,03,04,2012
JÖST Solutions GmbH,HRB,13858,Coesfeld,Gesellschaft mit beschränkter Haftung,0,04,09,2019
JÖST Solutions GmbH,HRB,13858,Coesfeld,Gesellschaft mit beschränkter Haftung,1,09,01,2015
JÖST Solutions GmbH,HRB,13858,Coesfeld,Gesellschaft mit beschränkter Haftung,2,31,01,2013
JÖST Solutions GmbH,HRB,13858,Coesfeld,Gesellschaft mit beschränkter Haftung,3,03,01,2013
JÖST Solutions GmbH,HRB,13858,Coesfeld,Gesellschaft mit beschränkter Haftung,4,09,05,2012
ZBI Regiofonds Wohnen GF GmbH,HRB,13663,Fürth,Gesellschaft mit beschränkter Haftung,0,09,08,2012
Milosch Bauingenieurgesellschaft m.b.H,HRB,143024,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,09,07,2012
MECON Real Estate GmbH,HRB,26207,Wiesbaden,Gesellschaft mit beschränkter Haftung,0,22,04,2015
MECON Real Estate GmbH,HRB,26207,Wiesbaden,Gesellschaft mit beschränkter Haftung,1,,,
MECON Real Estate GmbH,HRB,26207,Wiesbaden,Gesellschaft mit beschränkter Haftung,2,,,
MECON Real Estate GmbH,HRB,26207,Wiesbaden,Gesellschaft mit beschränkter Haftung,3,,,
online factory GmbH,HRB,200134,München,Gesellschaft mit beschränkter Haftung,0,01,08,2012
marxbeck GmbH,HRB,121980,Hamburg,Gesellschaft mit beschränkter Haftung,0,10,12,2018
marxbeck GmbH,HRB,121980,Hamburg,Gesellschaft mit beschränkter Haftung,1,03,03,2014
marxbeck GmbH,HRB,121980,Hamburg,Gesellschaft mit beschränkter Haftung,2,20,02,2012
Morina Bau UG (haftungsbeschränkt),HRB,24427,Wuppertal,Gesellschaft mit beschränkter Haftung,0,13,08,2012
Özkalayci GmbH,HRB,5015,Amberg,Gesellschaft mit beschränkter Haftung,0,07,05,2012
5zwerge GmbH,HRB,743082,Stuttgart,Gesellschaft mit beschränkter Haftung,0,20,11,2012
Maximilian Projektentwicklung GmbH,HRB,28818,Nürnberg,Gesellschaft mit beschränkter Haftung,0,01,12,2016
Maximilian Projektentwicklung GmbH,HRB,28818,Nürnberg,Gesellschaft mit beschränkter Haftung,1,01,12,2016
Maximilian Projektentwicklung GmbH,HRB,28818,Nürnberg,Gesellschaft mit beschränkter Haftung,2,31,07,2012
Bowling Factory UG (haftungsbeschränkt),HRB,197797,München,Gesellschaft mit beschränkter Haftung,0,22,03,2012
Delta-L Immobilien GmbH,HRB,27501,Chemnitz,Gesellschaft mit beschränkter Haftung,0,20,09,2018
Delta-L Immobilien GmbH,HRB,27501,Chemnitz,Gesellschaft mit beschränkter Haftung,1,18,07,2012
IFN package tour operating GmbH,HRB,11952,Siegburg,Gesellschaft mit beschränkter Haftung,0,23,03,2012
PC Gärtner GmbH,HRB,201285,München,Gesellschaft mit beschränkter Haftung,0,11,10,2012
Pauken & Trompeten UG (haftungsbeschränkt),HRB,13583,Münster,Gesellschaft mit beschränkter Haftung,0,30,12,2011
123 Internetkauf UG (haftungsbeschränkt),HRB,14056,Coesfeld,Gesellschaft mit beschränkter Haftung,0,16,08,2018
123 Internetkauf UG (haftungsbeschränkt),HRB,14056,Coesfeld,Gesellschaft mit beschränkter Haftung,1,19,01,2016
123 Internetkauf UG (haftungsbeschränkt),HRB,14056,Coesfeld,Gesellschaft mit beschränkter Haftung,2,08,10,2013
123 Internetkauf UG (haftungsbeschränkt),HRB,14056,Coesfeld,Gesellschaft mit beschränkter Haftung,3,19,09,2013
MJC Immobilien GmbH,HRB,77303,Köln,Gesellschaft mit beschränkter Haftung,0,20,12,2012
RMH Beteiligungs-GmbH,HRB,9476,Steinfurt,Gesellschaft mit beschränkter Haftung,0,30,12,2011
Deutrans UG (haftungsbeschränkt),HRB,76963,Köln,Gesellschaft mit beschränkter Haftung,0,05,03,2013
Emil Schmid Verwaltungs-GmbH,HRB,4996,Amberg,Gesellschaft mit beschränkter Haftung,0,15,02,2018
Emil Schmid Verwaltungs-GmbH,HRB,4996,Amberg,Gesellschaft mit beschränkter Haftung,1,25,10,2013
Emil Schmid Verwaltungs-GmbH,HRB,4996,Amberg,Gesellschaft mit beschränkter Haftung,2,30,03,2012
Plantagen Express GmbH,HRB,709053,Freiburg,Gesellschaft mit beschränkter Haftung,0,06,06,2019
Plantagen Express GmbH,HRB,709053,Freiburg,Gesellschaft mit beschränkter Haftung,1,17,06,2016
Plantagen Express GmbH,HRB,709053,Freiburg,Gesellschaft mit beschränkter Haftung,2,25,10,2012
SISA Vertriebs- und Handelsgesellschaft mbH,HRB,24619,Duisburg,Gesellschaft mit beschränkter Haftung,0,10,09,2012
SISA Vertriebs- und Handelsgesellschaft mbH,HRB,24619,Duisburg,Gesellschaft mit beschränkter Haftung,1,06,07,2012
Roofing & Dach GmbH,HRB,25576,Potsdam,Gesellschaft mit beschränkter Haftung,0,04,09,2012
Cargoscreener UG (haftungsbeschränkt),HRB,201314,München,Gesellschaft mit beschränkter Haftung,0,12,10,2012
Massivbau Peters GmbH,HRB,16628,Neuss,Gesellschaft mit beschränkter Haftung,0,26,04,2012
Reuss Verwaltungs GmbH,HRB,7502,Friedberg,Gesellschaft mit beschränkter Haftung,0,22,08,2012
Möller Consultants UG (haftungsbeschränkt),HRB,208898,Hannover,Gesellschaft mit beschränkter Haftung,0,28,08,2012
Slamdunk Capital GmbH,HRB,145755,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,05,10,2015
Slamdunk Capital GmbH,HRB,145755,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,1,04,09,2015
Slamdunk Capital GmbH,HRB,145755,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,2,08,11,2012
VSB GmbH,HRB,9201,Cottbus,Gesellschaft mit beschränkter Haftung,0,24,04,2012
BYmobi GmbH,HRB,7362,Hamm,Gesellschaft mit beschränkter Haftung,0,30,12,2011
Blaise Verwaltungs UG (haftungsbeschränkt),HRB,19275,Bonn,Gesellschaft mit beschränkter Haftung,0,28,03,2012
Holzbau Helldörfer GmbH,HRB,4983,Amberg,Gesellschaft mit beschränkter Haftung,0,08,01,2016
Holzbau Helldörfer GmbH,HRB,4983,Amberg,Gesellschaft mit beschränkter Haftung,1,13,03,2012
Y B B S GmbH,HRB,23068,Koblenz,Gesellschaft mit beschränkter Haftung,0,22,09,2016
Y B B S GmbH,HRB,23068,Koblenz,Gesellschaft mit beschränkter Haftung,1,02,09,2016
Y B B S GmbH,HRB,23068,Koblenz,Gesellschaft mit beschränkter Haftung,2,30,03,2012
Veranstaltungsmonteure GmbH,HRB,28017,Leipzig,Gesellschaft mit beschränkter Haftung,0,27,02,2014
Veranstaltungsmonteure GmbH,HRB,28017,Leipzig,Gesellschaft mit beschränkter Haftung,1,28,02,2012
Bau Paradies Fellbach Gesellschaft für Hoch- und Tiefbau mbH,HRB,742155,Stuttgart,Gesellschaft mit beschränkter Haftung,0,15,08,2012
Bau Paradies Fellbach Gesellschaft für Hoch- und Tiefbau mbH,HRB,742155,Stuttgart,Gesellschaft mit beschränkter Haftung,1,15,08,2012
Brand-u-up GmbH,HRB,121962,Hamburg,Gesellschaft mit beschränkter Haftung,0,20,02,2012
NMS Niederlausitzer Metall- und Stahlbau GmbH,HRB,9131,Cottbus,Gesellschaft mit beschränkter Haftung,0,25,01,2012
Schwarzwald-live Erlebnis GmbH,HRB,707996,Freiburg,Gesellschaft mit beschränkter Haftung,0,19,09,2019
Schwarzwald-live Erlebnis GmbH,HRB,707996,Freiburg,Gesellschaft mit beschränkter Haftung,1,01,02,2012
Gumkiller UG (haftungsbeschränkt),HRB,206758,Osnabrück,Gesellschaft mit beschränkter Haftung,0,16,02,2015
Gumkiller UG (haftungsbeschränkt),HRB,206758,Osnabrück,Gesellschaft mit beschränkter Haftung,1,09,11,2012
HammerHart UG (haftungsbeschränkt),HRB,22372,Traunstein,Gesellschaft mit beschränkter Haftung,0,08,01,2019
HammerHart UG (haftungsbeschränkt),HRB,22372,Traunstein,Gesellschaft mit beschränkter Haftung,1,21,12,2012
Immobilienservice Paulin UG (haftungsbeschränkt),HRB,13740,Bochum,Gesellschaft mit beschränkter Haftung,0,27,09,2018
Immobilienservice Paulin UG (haftungsbeschränkt),HRB,13740,Bochum,Gesellschaft mit beschränkter Haftung,1,10,01,2012
Energie-Projektgesellschaft St. Wendeler Land mbH,HRB,100046,Saarbrücken,Gesellschaft mit beschränkter Haftung,0,13,08,2015
Energie-Projektgesellschaft St. Wendeler Land mbH,HRB,100046,Saarbrücken,Gesellschaft mit beschränkter Haftung,1,08,02,2012
FILGRUP GmbH,HRB,7729,Lemgo,Gesellschaft mit beschränkter Haftung,0,23,03,2012
Brunner Steuerberatungsgesellschaft mbH,HRB,728587,Ulm,Gesellschaft mit beschränkter Haftung,0,16,05,2012
Brunner Steuerberatungsgesellschaft mbH,HRB,728587,Ulm,Gesellschaft mit beschränkter Haftung,1,16,05,2012
Brunner Steuerberatungsgesellschaft mbH,HRB,728587,Ulm,Gesellschaft mit beschränkter Haftung,2,,,
Brunner Steuerberatungsgesellschaft mbH,HRB,728587,Ulm,Gesellschaft mit beschränkter Haftung,3,,,
pt food & beverage GmbH,HRB,124291,Hamburg,Gesellschaft mit beschränkter Haftung,0,08,06,2011
pt food & beverage GmbH,HRB,124291,Hamburg,Gesellschaft mit beschränkter Haftung,1,05,08,2010
pt food & beverage GmbH,HRB,124291,Hamburg,Gesellschaft mit beschränkter Haftung,2,22,12,2009
J. T. Marketing GmbH,HRB,67846,Düsseldorf,Gesellschaft mit beschränkter Haftung,0,04,05,2012
BESTONE Handel GmbH,HRB,27670 HB,Bremen,Gesellschaft mit beschränkter Haftung,0,29,02,2012
Schröer Schweinemast GmbH,HRB,13900,Coesfeld,Gesellschaft mit beschränkter Haftung,0,05,06,2012
DMC - Dentale Managed Care GmbH,HRB,202376,Aurich,Gesellschaft mit beschränkter Haftung,0,26,09,2012
Badkult LISERA GmbH,HRB,17632,Stendal,Gesellschaft mit beschränkter Haftung,0,16,01,2012
Metall-Recycling-Invest GmbH,HRB,14017,Coesfeld,Gesellschaft mit beschränkter Haftung,0,02,04,2012
Metall-Recycling-Invest GmbH,HRB,14017,Coesfeld,Gesellschaft mit beschränkter Haftung,1,12,06,2012
BOX Service UG (haftungsbeschränkt),HRB,197830,München,Gesellschaft mit beschränkter Haftung,0,19,03,2012
BOX Service UG (haftungsbeschränkt),HRB,197830,München,Gesellschaft mit beschränkter Haftung,1,,,
BOX Service UG (haftungsbeschränkt),HRB,197830,München,Gesellschaft mit beschränkter Haftung,2,,,
teamwerk GmbH Unternehmens- und Gründungsberatung,HRB,14271,Frankfurt/Oder,Gesellschaft mit beschränkter Haftung,0,21,02,2017
teamwerk GmbH Unternehmens- und Gründungsberatung,HRB,14271,Frankfurt/Oder,Gesellschaft mit beschränkter Haftung,1,15,11,2012
Modellbau Klein GmbH,HRB,93186,Frankfurt am Main,Gesellschaft mit beschränkter Haftung,0,08,12,2017
Modellbau Klein GmbH,HRB,93186,Frankfurt am Main,Gesellschaft mit beschränkter Haftung,1,28,02,2012
Dersch Fuhrpark u. Betriebsausstattungs GmbH,HRB,28611,Nürnberg,Gesellschaft mit beschränkter Haftung,0,15,05,2012
TABO-Embedded Systems Verwaltungs GmbH,HRB,12225,Bad Homburg v.d.H.,Gesellschaft mit beschränkter Haftung,0,13,02,2012
Loyal-Up UG (haftungsbeschränkt),HRB,146035,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,21,11,2012
Shoes & Clothes by LM GmbH,HRB,14902,Mönchengladbach,Gesellschaft mit beschränkter Haftung,0,14,08,2017
Shoes & Clothes by LM GmbH,HRB,14902,Mönchengladbach,Gesellschaft mit beschränkter Haftung,1,21,03,2012
firezone GmbH,HRB,202358,München,Gesellschaft mit beschränkter Haftung,0,10,12,2012
Meerwarth Energie GmbH,HRB,713898,Mannheim,Gesellschaft mit beschränkter Haftung,0,10,01,2018
Meerwarth Energie GmbH,HRB,713898,Mannheim,Gesellschaft mit beschränkter Haftung,1,14,02,2012
4trade Handelsgesellschaft mbH,HRB,741118,Stuttgart,Gesellschaft mit beschränkter Haftung,0,02,05,2012
DauCoeur GmbH,HRB,146063,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,21,11,2012
BSVG Beach Services Veranstaltungsgesellschaft mbH,HRB,125726,Hamburg,Gesellschaft mit beschränkter Haftung,0,13,01,2013
BSVG Beach Services Veranstaltungsgesellschaft mbH,HRB,125726,Hamburg,Gesellschaft mit beschränkter Haftung,1,20,12,2012
ASEO Compressors & Parts GmbH,HRB,122716,Hamburg,Gesellschaft mit beschränkter Haftung,0,19,04,2012
EnergieIntelligenz GmbH,HRB,26980,Augsburg,Gesellschaft mit beschränkter Haftung,0,31,05,2012
EnergieIntelligenz GmbH,HRB,26980,Augsburg,Gesellschaft mit beschränkter Haftung,1,,,
EnergieIntelligenz GmbH,HRB,26980,Augsburg,Gesellschaft mit beschränkter Haftung,2,,,
Haus Boeckelt GmbH,HRB,11288,Kleve,Gesellschaft mit beschränkter Haftung,0,30,12,2011
Drossbach Maschinenbau GmbH,HRB,207245,Oldenburg (Oldenburg),Gesellschaft mit beschränkter Haftung,0,13,11,2012
Katzenberger - Reinigungssysteme GmbH,HRB,100024,Saarbrücken,Gesellschaft mit beschränkter Haftung,0,30,01,2012
Foliencenter-NRW GmbH,HRB,24405,Wuppertal,Gesellschaft mit beschränkter Haftung,0,22,08,2013
Foliencenter-NRW GmbH,HRB,24405,Wuppertal,Gesellschaft mit beschränkter Haftung,1,30,07,2012
FLAN Vermietungs UG (haftungsbeschränkt),HRB,9384 FL,Flensburg,Gesellschaft mit beschränkter Haftung,0,24,08,2016
FLAN Vermietungs UG (haftungsbeschränkt),HRB,9384 FL,Flensburg,Gesellschaft mit beschränkter Haftung,1,25,04,2012
feinarbyte GmbH,HRB,13578,Fürth,Gesellschaft mit beschränkter Haftung,0,15,08,2017
feinarbyte GmbH,HRB,13578,Fürth,Gesellschaft mit beschränkter Haftung,1,15,08,2017
feinarbyte GmbH,HRB,13578,Fürth,Gesellschaft mit beschränkter Haftung,2,14,02,2014
feinarbyte GmbH,HRB,13578,Fürth,Gesellschaft mit beschränkter Haftung,3,14,02,2014
CM sports GmbH,HRB,11650,Würzburg,Gesellschaft mit beschränkter Haftung,0,06,09,2012
KCT Verwaltungs UG (haftungsbeschränkt),HRB,5001,Amberg,Gesellschaft mit beschränkter Haftung,0,21,11,2013
KCT Verwaltungs UG (haftungsbeschränkt),HRB,5001,Amberg,Gesellschaft mit beschränkter Haftung,1,19,03,2012
KCT Verwaltungs UG (haftungsbeschränkt),HRB,5001,Amberg,Gesellschaft mit beschränkter Haftung,2,,,
Glas Trend GmbH,HRB,5065,Amberg,Gesellschaft mit beschränkter Haftung,0,30,07,2012
aadag group GmbH,HRB,141772,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,10,05,2012
aadag group GmbH,HRB,141772,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,1,11,04,2012
aadag group GmbH,HRB,141772,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,2,,,
aadag group GmbH,HRB,141772,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,3,,,
aadag group GmbH,HRB,141772,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,4,,,
iMAD GmbH,HRB,74981,Köln,Gesellschaft mit beschränkter Haftung,0,07,12,2012
iMAD GmbH,HRB,74981,Köln,Gesellschaft mit beschränkter Haftung,1,15,03,2012
Eberhardt Tankers GmbH,HRB,124907,Hamburg,Gesellschaft mit beschränkter Haftung,0,22,10,2012
Eberhardt Tankers GmbH,HRB,124907,Hamburg,Gesellschaft mit beschränkter Haftung,1,22,10,2012
seRise UG (haftungsbeschränkt),HRB,197894,München,Gesellschaft mit beschränkter Haftung,0,28,03,2012
Kooperative Schloss Gersdorf GmbH,HRB,27710,Chemnitz,Gesellschaft mit beschränkter Haftung,0,23,10,2012
Backinvent Verwaltungs GmbH,HRB,25185,Dortmund,Gesellschaft mit beschränkter Haftung,0,12,02,2013
Backinvent Verwaltungs GmbH,HRB,25185,Dortmund,Gesellschaft mit beschränkter Haftung,1,24,10,2012
Dr. Nietiedt Ingenieurgesellschaft mbH,HRB,7850,Neubrandenburg,Gesellschaft mit beschränkter Haftung,0,04,04,2019
Dr. Nietiedt Ingenieurgesellschaft mbH,HRB,7850,Neubrandenburg,Gesellschaft mit beschränkter Haftung,1,31,08,2012
