name,registry_type,registry_id,registry_court,structure,list_index,list_date_day,list_date_month,list_date_year
Verwaltungsgesellschaft für Versorgungswerke VFH GmbH,HRB,122969,Hamburg,Gesellschaft mit beschränkter Haftung,0,23,10,2017
Verwaltungsgesellschaft für Versorgungswerke VFH GmbH,HRB,122969,Hamburg,Gesellschaft mit beschränkter Haftung,1,10,05,2012
Officia-EDW GmbH,HRB,139387,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,23,01,2012
G-L Gastro GmbH,HRB,27573 HB,Bremen,Gesellschaft mit beschränkter Haftung,0,17,01,2012
Media-Loop GmbH,HRB,91047,Darmstadt,Gesellschaft mit beschränkter Haftung,0,02,05,2012
Media-Loop GmbH,HRB,91047,Darmstadt,Gesellschaft mit beschränkter Haftung,1,,,
Media-Loop GmbH,HRB,91047,Darmstadt,Gesellschaft mit beschränkter Haftung,2,,,
Jonas Plöttner Verlag UG (haftungsbeschränkt),HRB,28820,Leipzig,Gesellschaft mit beschränkter Haftung,0,26,09,2013
Jonas Plöttner Verlag UG (haftungsbeschränkt),HRB,28820,Leipzig,Gesellschaft mit beschränkter Haftung,1,13,11,2012
Maapaal GmbH,HRB,74901,Köln,Gesellschaft mit beschränkter Haftung,0,06,03,2012
St. Leonhards Betriebe Verwaltungs GmbH,HRB,22122,Traunstein,Gesellschaft mit beschränkter Haftung,0,02,01,2018
St. Leonhards Betriebe Verwaltungs GmbH,HRB,22122,Traunstein,Gesellschaft mit beschränkter Haftung,1,10,08,2012
Allegra Immobilien GmbH,HRB,141535,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,05,12,2016
Allegra Immobilien GmbH,HRB,141535,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,1,27,04,2012
Bauunternehmung Kalac GmbH,HRB,13854,Coesfeld,Gesellschaft mit beschränkter Haftung,0,08,05,2012
Senioren-Residenz Linz GmbH Sankt Antonius,HRB,75269,Köln,Gesellschaft mit beschränkter Haftung,0,09,07,2012
AGS Auto-Glanz & Service UG (haftungsbeschränkt),HRB,24806,Dortmund,Gesellschaft mit beschränkter Haftung,0,02,05,2012
DEV GmbH,HRB,198333,München,Gesellschaft mit beschränkter Haftung,0,07,11,2016
DEV GmbH,HRB,198333,München,Gesellschaft mit beschränkter Haftung,1,02,04,2014
DEV GmbH,HRB,198333,München,Gesellschaft mit beschränkter Haftung,2,23,12,2013
DEV GmbH,HRB,198333,München,Gesellschaft mit beschränkter Haftung,3,20,04,2012
Rose Bauprojektierungsverwaltungs GmbH,HRB,27281,Chemnitz,Gesellschaft mit beschränkter Haftung,0,02,04,2012
Rose Bauprojektierungsverwaltungs GmbH,HRB,27281,Chemnitz,Gesellschaft mit beschränkter Haftung,1,26,01,2012
Rose Bauprojektierungsverwaltungs GmbH,HRB,27281,Chemnitz,Gesellschaft mit beschränkter Haftung,2,26,01,2012
Rose Bauprojektierungsverwaltungs GmbH,HRB,27281,Chemnitz,Gesellschaft mit beschränkter Haftung,3,29,11,2010
visionb Kunstservice UG (haftungsbeschränkt),HRB,141841,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,14,05,2012
Heisse Scheiben UG (haftungsbeschränkt),HRB,145553,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,16,10,2012
yeb GmbH,HRB,27612,Chemnitz,Gesellschaft mit beschränkter Haftung,0,14,10,2019
yeb GmbH,HRB,27612,Chemnitz,Gesellschaft mit beschränkter Haftung,1,19,09,2016
yeb GmbH,HRB,27612,Chemnitz,Gesellschaft mit beschränkter Haftung,2,17,04,2015
yeb GmbH,HRB,27612,Chemnitz,Gesellschaft mit beschränkter Haftung,3,05,09,2012
LAVASTO GmbH,HRB,5374,Ansbach,Gesellschaft mit beschränkter Haftung,0,20,01,2012
Street Tree Beteiligungsgesellschaft mbH,HRB,76083,Köln,Gesellschaft mit beschränkter Haftung,0,25,11,2014
Street Tree Beteiligungsgesellschaft mbH,HRB,76083,Köln,Gesellschaft mit beschränkter Haftung,1,22,08,2012
Street Tree Beteiligungsgesellschaft mbH,HRB,76083,Köln,Gesellschaft mit beschränkter Haftung,2,26,01,2011
Street Tree Beteiligungsgesellschaft mbH,HRB,76083,Köln,Gesellschaft mit beschränkter Haftung,3,26,01,2011
K&B Sportsbar UG (haftungsbeschränkt),HRB,145487,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,29,10,2012
greygreen gmbh,HRB,28309,Nürnberg,Gesellschaft mit beschränkter Haftung,0,,,
greygreen gmbh,HRB,28309,Nürnberg,Gesellschaft mit beschränkter Haftung,1,,,
Freunde des Silbersacks Verwaltungs GmbH,HRB,123772,Hamburg,Gesellschaft mit beschränkter Haftung,0,31,07,2012
Freunde des Silbersacks Verwaltungs GmbH,HRB,123772,Hamburg,Gesellschaft mit beschränkter Haftung,1,13,07,2012
Siller Holding GmbH,HRB,741988,Stuttgart,Gesellschaft mit beschränkter Haftung,0,17,01,2013
Siller Holding GmbH,HRB,741988,Stuttgart,Gesellschaft mit beschränkter Haftung,1,30,07,2012
Natus Betriebsgrundstücksverwaltungs- GmbH,HRB,42107,Wittlich,Gesellschaft mit beschränkter Haftung,0,10,07,2012
Cappel + Reinecke Architekten GmbH,HRB,203472,Tostedt,Gesellschaft mit beschränkter Haftung,0,19,05,2015
Cappel + Reinecke Architekten GmbH,HRB,203472,Tostedt,Gesellschaft mit beschränkter Haftung,1,03,07,2012
SSC Simon Schmitt Consulting GmbH,HRB,5160,Coburg,Gesellschaft mit beschränkter Haftung,0,23,05,2012
ThoRen Immobilien UG (haftungsbeschränkt),HRB,9636,Neuruppin,Gesellschaft mit beschränkter Haftung,0,15,06,2012
Immersive Media GmbH,HRB,202623,München,Gesellschaft mit beschränkter Haftung,0,21,12,2012
VPIphotonics GmbH,HRB,146499,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,11,04,2015
VPIphotonics GmbH,HRB,146499,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,1,30,01,2013
VPIphotonics GmbH,HRB,146499,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,2,10,12,2012
Hartmut Rißmann Verwaltungs-GmbH,HRB,203722,Lüneburg,Gesellschaft mit beschränkter Haftung,0,20,05,2014
Hartmut Rißmann Verwaltungs-GmbH,HRB,203722,Lüneburg,Gesellschaft mit beschränkter Haftung,1,02,04,2012
SH-Agrar-Verwaltungs GmbH,HRB,13102,Bad Oeynhausen,Gesellschaft mit beschränkter Haftung,0,10,07,2012
ANIKA TRANS GmbH,HRB,203464,Tostedt,Gesellschaft mit beschränkter Haftung,0,27,06,2012
Medienland Management GmbH,HRB,13977 KI,Kiel,Gesellschaft mit beschränkter Haftung,0,19,12,2019
Medienland Management GmbH,HRB,13977 KI,Kiel,Gesellschaft mit beschränkter Haftung,1,25,05,2012
Perspekto Coaching GmbH,HRB,9987 PI,Pinneberg,Gesellschaft mit beschränkter Haftung,0,07,11,2019
Perspekto Coaching GmbH,HRB,9987 PI,Pinneberg,Gesellschaft mit beschränkter Haftung,1,12,05,2017
Perspekto Coaching GmbH,HRB,9987 PI,Pinneberg,Gesellschaft mit beschränkter Haftung,2,18,05,2012
Arcobaleno GmbH,HRB,67535,Düsseldorf,Gesellschaft mit beschränkter Haftung,0,13,03,2012
Alvarez Transport GmbH,HRB,12183,Siegburg,Gesellschaft mit beschränkter Haftung,0,,,
Alvarez Transport GmbH,HRB,12183,Siegburg,Gesellschaft mit beschränkter Haftung,1,,,
MoveYou UG (haftungsbeschränkt),HRB,24559,Wuppertal,Gesellschaft mit beschränkter Haftung,0,26,10,2012
Rehard Technologies Medical GmbH,HRB,140235,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,27,02,2012
Triangel PersonalPartner GmbH,HRB,713914,Mannheim,Gesellschaft mit beschränkter Haftung,0,16,02,2012
OKI Bau GmbH,HRB,21493,Bad Kreuznach,Gesellschaft mit beschränkter Haftung,0,07,11,2012
FZM Frischezentrum Mavratzotis GmbH,HRB,14146,Coesfeld,Gesellschaft mit beschränkter Haftung,0,25,10,2012
Rubin Reisen und Vertriebs GmbH,HRB,145549,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,09,11,2015
Rubin Reisen und Vertriebs GmbH,HRB,145549,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,1,31,10,2012
KvD Rheinberg Immobilien GmbH,HRB,143681,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,08,08,2012
KvD Rheinberg Immobilien GmbH,HRB,143681,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,1,08,08,2012
ACI Systems Alemania GmbH,HRB,741856,Stuttgart,Gesellschaft mit beschränkter Haftung,0,18,03,2019
ACI Systems Alemania GmbH,HRB,741856,Stuttgart,Gesellschaft mit beschränkter Haftung,1,07,02,2019
ACI Systems Alemania GmbH,HRB,741856,Stuttgart,Gesellschaft mit beschränkter Haftung,2,25,07,2018
ACI Systems Alemania GmbH,HRB,741856,Stuttgart,Gesellschaft mit beschränkter Haftung,3,25,07,2018
ACI Systems Alemania GmbH,HRB,741856,Stuttgart,Gesellschaft mit beschränkter Haftung,4,25,07,2018
ACI Systems Alemania GmbH,HRB,741856,Stuttgart,Gesellschaft mit beschränkter Haftung,5,18,05,2018
ACI Systems Alemania GmbH,HRB,741856,Stuttgart,Gesellschaft mit beschränkter Haftung,6,19,01,2018
ACI Systems Alemania GmbH,HRB,741856,Stuttgart,Gesellschaft mit beschränkter Haftung,7,03,05,2013
ACI Systems Alemania GmbH,HRB,741856,Stuttgart,Gesellschaft mit beschränkter Haftung,8,03,05,2013
ACI Systems Alemania GmbH,HRB,741856,Stuttgart,Gesellschaft mit beschränkter Haftung,9,11,01,2013
ACI Systems Alemania GmbH,HRB,741856,Stuttgart,Gesellschaft mit beschränkter Haftung,10,16,07,2012
Berecon GmbH,HRB,203598,Walsrode,Gesellschaft mit beschränkter Haftung,0,21,02,2012
C & S Import-Export GmbH,HRB,708823,Freiburg,Gesellschaft mit beschränkter Haftung,0,22,08,2012
Ideas Enabled GmbH,HRB,198358,München,Gesellschaft mit beschränkter Haftung,0,23,04,2012
Stedman Invest GmbH,HRB,17700,Aachen,Gesellschaft mit beschränkter Haftung,0,04,04,2019
Stedman Invest GmbH,HRB,17700,Aachen,Gesellschaft mit beschränkter Haftung,1,30,12,2015
Stedman Invest GmbH,HRB,17700,Aachen,Gesellschaft mit beschränkter Haftung,2,11,07,2012
Stedman Invest GmbH,HRB,17700,Aachen,Gesellschaft mit beschränkter Haftung,3,11,07,2012
Stedman Invest GmbH,HRB,17700,Aachen,Gesellschaft mit beschränkter Haftung,4,15,05,2012
Akkon Equity GmbH,HRB,74396,Köln,Gesellschaft mit beschränkter Haftung,0,10,01,2012
TREUHAND Lüneburg GmbH Wirtschaftsprüfungsgesellschaft,HRB,204044,Lüneburg,Gesellschaft mit beschränkter Haftung,0,17,12,2013
TREUHAND Lüneburg GmbH Wirtschaftsprüfungsgesellschaft,HRB,204044,Lüneburg,Gesellschaft mit beschränkter Haftung,1,12,11,2012
Topsfield Medical GmbH,HRB,139800,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,08,03,2012
Topsfield Medical GmbH,HRB,139800,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,1,09,02,2012
ALMA Landschaftsbau GmbH,HRB,12940,Bad Oeynhausen,Gesellschaft mit beschränkter Haftung,0,29,01,2013
ALMA Landschaftsbau GmbH,HRB,12940,Bad Oeynhausen,Gesellschaft mit beschränkter Haftung,1,13,02,2012
ToNina Reisejournalismus und Naturfotografie GmbH,HRB,44121,Mainz,Gesellschaft mit beschränkter Haftung,0,26,07,2012
Eichenhof Gastronomie und Dienstleistungs GmbH,HRB,728610,Ulm,Gesellschaft mit beschränkter Haftung,0,04,12,2012
BHW Autoverwertungs GmbH,HRB,23100,Koblenz,Gesellschaft mit beschränkter Haftung,0,04,05,2012
DMR-Media UG (haftungsbeschränkt),HRB,12959,Bad Oeynhausen,Gesellschaft mit beschränkter Haftung,0,01,03,2012
Finance Hood UG (haftungsbeschränkt),HRB,140306,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,29,02,2012
ESTEN Catering GmbH,HRB,11871,Siegburg,Gesellschaft mit beschränkter Haftung,0,14,12,2012
ESTEN Catering GmbH,HRB,11871,Siegburg,Gesellschaft mit beschränkter Haftung,1,,,
Hansa Beteiligungs-GmbH,HRB,206384,Oldenburg (Oldenburg),Gesellschaft mit beschränkter Haftung,0,06,01,2012
Cordts Fleisch-Trading GmbH,HRB,12464 HL,Lübeck,Gesellschaft mit beschränkter Haftung,0,05,11,2012
Cordts Fleisch-Trading GmbH,HRB,12464 HL,Lübeck,Gesellschaft mit beschränkter Haftung,1,05,11,2012
DigiOn - Digitale Praxislösungen GmbH,HRB,123285,Hamburg,Gesellschaft mit beschränkter Haftung,0,02,04,2013
DigiOn - Digitale Praxislösungen GmbH,HRB,123285,Hamburg,Gesellschaft mit beschränkter Haftung,1,08,03,2012
Worldpeople Personalmanagement GmbH,HRB,202174,Aurich,Gesellschaft mit beschränkter Haftung,0,25,01,2013
Air International Thermal Systems (DE) GmbH,HRB,94188,Frankfurt am Main,Gesellschaft mit beschränkter Haftung,0,09,07,2012
TERRAG Treuhand GmbH,HRB,23957,Wuppertal,Gesellschaft mit beschränkter Haftung,0,29,12,2011
TERRAG Treuhand GmbH,HRB,23957,Wuppertal,Gesellschaft mit beschränkter Haftung,1,08,10,2015
cla.re.fi GmbH,HRB,74924,Köln,Gesellschaft mit beschränkter Haftung,0,11,02,2015
cla.re.fi GmbH,HRB,74924,Köln,Gesellschaft mit beschränkter Haftung,1,11,02,2015
cla.re.fi GmbH,HRB,74924,Köln,Gesellschaft mit beschränkter Haftung,2,08,03,2012
Oilon GmbH,HRB,741331,Stuttgart,Gesellschaft mit beschränkter Haftung,0,02,09,2016
Oilon GmbH,HRB,741331,Stuttgart,Gesellschaft mit beschränkter Haftung,1,25,03,2013
Lille Snillet GmbH,HRB,714072,Mannheim,Gesellschaft mit beschränkter Haftung,0,07,03,2012
GTK Ascenda GmbH,HRB,19449,Bonn,Gesellschaft mit beschränkter Haftung,0,05,08,2011
GTK Ascenda GmbH,HRB,19449,Bonn,Gesellschaft mit beschränkter Haftung,1,05,08,2011
GTK Ascenda GmbH,HRB,19449,Bonn,Gesellschaft mit beschränkter Haftung,2,,,
GTK Ascenda GmbH,HRB,19449,Bonn,Gesellschaft mit beschränkter Haftung,3,,,
Auto Zentrum Kronberg GmbH,HRB,8179,Königstein,Gesellschaft mit beschränkter Haftung,0,16,04,2012
Bugalicious UG (haftungsbeschränkt),HRB,28677,Nürnberg,Gesellschaft mit beschränkter Haftung,0,08,06,2012
AREI Haus- und Abwassertechnik GmbH,HRB,77013,Köln,Gesellschaft mit beschränkter Haftung,0,12,06,2015
AREI Haus- und Abwassertechnik GmbH,HRB,77013,Köln,Gesellschaft mit beschränkter Haftung,1,,,
GKM Verwaltungs GmbH,HRB,13778,Krefeld,Gesellschaft mit beschränkter Haftung,0,25,01,2012
OLAAR GmbH,HRB,742740,Stuttgart,Gesellschaft mit beschränkter Haftung,0,16,10,2012
GLL HR CEE Management GmbH,HRB,198702,München,Gesellschaft mit beschränkter Haftung,0,10,05,2012
HBS Hampel Betonsanierung UG (haftungsbeschränkt),HRB,18366,Stendal,Gesellschaft mit beschränkter Haftung,0,10,01,2013
Steinbeis Interagierende Systeme GmbH,HRB,742163,Stuttgart,Gesellschaft mit beschränkter Haftung,0,16,02,2018
Steinbeis Interagierende Systeme GmbH,HRB,742163,Stuttgart,Gesellschaft mit beschränkter Haftung,1,02,06,2015
Steinbeis Interagierende Systeme GmbH,HRB,742163,Stuttgart,Gesellschaft mit beschränkter Haftung,2,26,02,2014
Steinbeis Interagierende Systeme GmbH,HRB,742163,Stuttgart,Gesellschaft mit beschränkter Haftung,3,07,02,2013
Steinbeis Interagierende Systeme GmbH,HRB,742163,Stuttgart,Gesellschaft mit beschränkter Haftung,4,15,08,2012
Matthias Fritz Roeder GmbH,HRB,140966,Berlin (Charlottenburg),Gesellschaft mit beschränkter Haftung,0,29,03,2012
smarchive Crowd Pooling UG (haftungsbeschränkt),HRB,201292,München,Gesellschaft mit beschränkter Haftung,0,12,08,2019
